,zip,year,efficiency
231,10027,2016,5.395359062042024
232,10027,2017,5.256395557147989
233,10027,2018,6.2113622354633415
234,10028,2010,4.3798076923076925
235,10028,2011,5.393175853018369
236,10028,2012,5.923151515151518
237,10028,2013,5.144759206798863
238,10028,2014,5.785160328113346
239,10028,2015,5.880812399786208
240,10028,2016,7.065735660847893
241,10028,2017,6.318410256410248
242,10028,2018,6.845609756097565
243,10029,2010,4.533425414364634
244,10029,2011,5.753187988482111
245,10029,2012,6.010814814814809
246,10029,2013,5.930572289156607
247,10029,2014,4.807077798861464
248,10029,2015,5.635749506903354
249,10029,2016,5.508281938325978
250,10029,2017,5.140332926084297
251,10029,2018,5.7728839330967965
252,10030,2010,3.912753623188406
253,10030,2011,4.526286890871652
254,10030,2012,5.571119402985077
255,10030,2013,5.664843423799583
256,10030,2014,4.827962085308059
257,10030,2015,6.036192861615529
258,10030,2016,5.96436273154546
259,10030,2017,5.701948240767688
260,10030,2018,6.123039365273122
261,10031,2010,3.5636911942098872
262,10031,2011,4.773697916666661
263,10031,2012,4.944232987312555
264,10031,2013,5.071349036402567
265,10031,2014,5.64560224964848
266,10031,2015,4.962007606628615
267,10031,2016,5.820184571698978
268,10031,2017,4.987830858618469
269,10031,2018,4.633792254309391
270,10032,2010,3.2784577723378208
271,10032,2011,4.163494870887868
272,10032,2012,4.976029962546819
273,10032,2013,4.859752454118666
274,10032,2014,4.6066716867469655
275,10032,2015,5.0770631758679645
276,10032,2016,5.814608294930875
277,10032,2017,5.954432410750084
278,10032,2018,5.277758149991953
279,10033,2010,6.638733705772819
280,10033,2011,6.462724014336909
281,10033,2012,6.667381786339757
282,10033,2013,7.2025517862503845
283,10033,2014,6.141362201172751
284,10033,2015,7.277709689774038
285,10033,2016,7.968188440990744
286,10033,2017,8.446277966101674
287,10033,2018,7.1860652436568415
288,10034,2010,8.115343915343916
289,10034,2011,7.471575502571302
290,10034,2012,7.419713701431486
291,10034,2013,8.217502198768681
292,10034,2014,7.025467795942483
293,10034,2015,8.98260081558673
294,10034,2016,9.729777959406029
295,10034,2017,10.533597094305394
296,10034,2018,9.382733718487351
297,10035,2010,6.660217983651232
298,10035,2011,9.282740094022834
299,10035,2012,8.848220516399156
300,10035,2013,7.417433831990797
301,10035,2014,5.787735849056606
302,10035,2015,6.240930743862209
303,10035,2016,5.989709762532961
304,10035,2017,5.212112081952404
305,10035,2018,6.000505689001276
306,10036,2010,3.9416422287390027
307,10036,2011,4.32862903225806
308,10036,2012,4.307979071288417
309,10036,2013,4.366627358490561
310,10036,2014,4.32166285278414
311,10036,2015,4.744994407158834
312,10036,2016,4.376176398127621
313,10036,2017,4.201702508960575
314,10036,2018,4.9530629853321795
315,10037,2010,4.53657587548638
316,10037,2011,6.553115264797507
317,10037,2012,6.372044506258689
318,10037,2013,6.086213786213772
319,10037,2014,5.115219512195124
320,10037,2015,5.9673932788374175
321,10037,2016,6.202334630350203
322,10037,2017,5.488826466916357
323,10037,2018,6.134653465346541
324,10038,2010,4.813235294117646
325,10038,2011,5.006779661016951
326,10038,2012,5.616842105263154
327,10038,2013,5.404645476772616
328,10038,2014,5.189057043073335
329,10038,2015,5.325406203840475
330,10038,2016,5.6321275583055685
331,10038,2017,5.841450068399463
332,10038,2018,5.323682008368202
333,10039,2010,5.2464379947229585
334,10039,2011,5.010191082802554
335,10039,2012,5.45045180722891
336,10039,2013,5.6600684540787185
337,10039,2014,4.901766479965525
338,10039,2015,5.657343311506085
339,10039,2016,6.175470008952555
340,10039,2017,6.209058671824626
341,10039,2018,6.297160988643969
342,10040,2010,8.549378881987584
343,10040,2011,8.141525034451076
344,10040,2012,7.727827956989262
345,10040,2013,8.456827820186595
346,10040,2014,7.506560192340726
347,10040,2015,9.102032982655654
348,10040,2016,10.045092804474956
349,10040,2017,10.441327496450562
350,10040,2018,9.36949732620318
351,10041,2015,2.966666666666667
352,10041,2016,7.766666666666666
353,10041,2017,2.3461538461538463
354,10041,2018,7.0
355,10044,2010,4.925
356,10044,2011,9.65
357,10044,2012,8.083333333333334
358,10044,2013,3.8999999999999995
359,10044,2014,6.447368421052631
360,10044,2015,7.587096774193547
361,10044,2016,10.182051282051283
362,10044,2017,8.317999999999996
363,10044,2018,7.299999999999999
364,10045,2016,2.1
365,10045,2018,1.2
366,10048,2011,4.290909090909091
367,10048,2012,3.4
368,10048,2013,0.8
369,10048,2014,0.65
370,10048,2015,0.6
371,10048,2017,0.5
372,10048,2018,12.2
373,10065,2010,3.6089999999999987
374,10065,2011,4.98641221374046
375,10065,2012,5.6739371534195895
376,10065,2013,5.374358974358974
377,10065,2014,5.3131132917038375
378,10065,2015,6.161760000000013
379,10065,2016,6.738713592233026
380,10065,2017,6.665548504079785
381,10065,2018,7.157980456026062
382,10069,2010,1.05
383,10069,2011,4.011764705882353
384,10069,2012,4.2525
385,10069,2013,4.057391304347828
386,10069,2014,3.131092436974788
387,10069,2015,5.986206896551723
388,10069,2016,4.513636363636363
389,10069,2017,4.7266666666666675
390,10069,2018,4.2418918918918935
391,10075,2010,5.518023255813955
392,10075,2011,4.993018480492816
393,10075,2012,5.0633416458852825
394,10075,2013,5.411320754716981
395,10075,2014,5.128400954653939
396,10075,2015,6.918749999999993
397,10075,2016,6.903462321792265
398,10075,2017,6.123822463768116
399,10075,2018,6.609322033898302
400,10103,2013,11.4
401,10103,2014,1.85
402,10103,2015,8.2
403,10103,2016,6.6000000000000005
404,10103,2017,4.375
405,10103,2018,4.63
406,10104,2012,2.9
407,10105,2017,7.9
408,10105,2018,9.95
409,10106,2017,1.7999999999999998
410,10106,2018,1.0
411,10107,2014,14.0
412,10107,2017,3.65
413,10107,2018,0.26666666666666666
414,10110,2017,1.75
415,10110,2018,3.033333333333333
416,10111,2014,4.55
417,10111,2015,1.6
418,10111,2016,7.92
419,10111,2017,5.481250000000001
420,10111,2018,7.8
421,10112,2013,1.4
422,10112,2014,1.9
423,10112,2015,1.0
424,10112,2016,4.1409090909090915
425,10112,2017,3.4305263157894736
426,10115,2016,14.1
427,10115,2017,0.4
428,10115,2018,16.1
429,10118,2016,0.7499999999999999
430,10118,2017,0.8
431,10118,2018,5.1499999999999995
432,10119,2013,5.7
433,10119,2014,4.3
434,10119,2015,7.033333333333334
435,10119,2016,2.9181818181818184
436,10119,2017,3.5111111111111115
437,10119,2018,4.5600000000000005
438,10120,2016,2.5
439,10120,2017,2.8888888888888884
440,10120,2018,3.0249999999999995
441,10121,2016,1.1041666666666667
442,10121,2017,3.2181818181818183
443,10121,2018,5.358823529411764
444,10122,2017,0.45
445,10123,2015,1.7
446,10123,2016,0.4
447,10123,2017,9.15
448,10123,2018,1.8
449,10128,2010,5.080434782608698
450,10128,2011,5.437267657992565
451,10128,2012,6.060869565217403
452,10128,2013,6.076575342465758
453,10128,2014,6.101215277777787
454,10128,2015,6.771020408163272
455,10128,2016,7.625589563472166
456,10128,2017,5.697671033478909
457,10128,2018,6.938626126126135
458,10129,2013,1.15
459,10129,2014,4.175
460,10151,2017,1.0333333333333334
461,10151,2018,2.433333333333333
462,10152,2017,17.15
463,10153,2013,3.0
464,10153,2014,7.5
465,10153,2015,6.4
466,10153,2016,2.7
467,10153,2018,1.8499999999999999
468,10154,2016,7.75
469,10154,2017,0.75
470,10154,2018,7.033333333333334
471,10155,2017,1.1
472,10155,2018,1.5
473,10158,2017,13.7
474,10158,2018,5.687500000000001
475,10162,2011,2.1
476,10162,2012,5.7
477,10162,2013,13.5
478,10162,2014,5.541666666666667
479,10162,2015,3.9454545454545458
480,10162,2016,6.266666666666667
481,10162,2017,3.066666666666667
482,10162,2018,8.266666666666666
483,10165,2017,3.46
484,10165,2018,7.5
485,10167,2016,12.866666666666667
486,10167,2017,16.2
487,10167,2018,11.299999999999999
488,10168,2017,0.6000000000000001
489,10168,2018,1.8750000000000002
490,10169,2016,14.4
491,10169,2017,1.5
492,10169,2018,3.3
493,10170,2016,0.3
494,10170,2017,1.1
495,10170,2018,16.200000000000003
496,10171,2018,0.8
497,10172,2016,3.95
498,10172,2018,5.5600000000000005
499,10173,2017,0.4
500,10174,2016,1.7333333333333332
501,10174,2017,13.5
502,10175,2017,5.3
503,10176,2017,14.3
504,10176,2018,1.4
505,10177,2016,4.4
506,10177,2017,14.4
507,10177,2018,3.266666666666667
508,10178,2016,1.2
509,10178,2017,2.0
510,10178,2018,2.4000000000000004
511,10271,2016,12.8
512,10271,2017,4.3
513,10271,2018,1.275
514,10278,2016,4.45
515,10278,2017,4.027777777777779
516,10278,2018,6.400000000000001
517,10279,2017,1.5
518,10279,2018,4.2
519,10280,2010,2.4888888888888894
520,10280,2011,5.894827586206896
521,10280,2012,5.2803571428571425
522,10280,2013,4.614705882352943
523,10280,2014,7.359459459459463
524,10280,2015,5.19327731092437
525,10280,2016,6.016129032258065
526,10280,2017,4.633980582524272
527,10280,2018,6.198850574712646
528,10281,2010,0.7000000000000001
529,10281,2011,2.8000000000000003
530,10281,2012,4.257142857142857
531,10281,2013,4.5562499999999995
532,10281,2014,7.615
533,10281,2015,6.173684210526316
534,10281,2016,4.4275
535,10281,2017,2.928571428571428
536,10281,2018,4.192
537,10282,2010,6.585714285714286
538,10282,2011,4.3921052631578945
539,10282,2012,4.7172413793103445
540,10282,2013,2.4933333333333336
541,10282,2014,4.8828571428571435
542,10282,2015,5.582352941176473
543,10282,2016,7.039062499999997
544,10282,2017,6.052702702702701
545,10282,2018,5.030236486486486
546,10301,2010,4.882770270270271
547,10301,2011,6.751155115511543
548,10301,2012,6.106266666666669
549,10301,2013,5.349604601006476
550,10301,2014,5.915269151138713
551,10301,2015,7.771869918699194
552,10301,2016,8.701614060258265
553,10301,2017,6.51683623235972
554,10301,2018,7.23175182481752
555,10302,2010,5.333980582524272
556,10302,2011,6.798010849909578
557,10302,2012,6.125731895223428
558,10302,2013,5.469432314410484
559,10302,2014,7.630020491803271
560,10302,2015,7.700535714285713
561,10302,2016,8.017889908256876
562,10302,2017,8.178737113402075
563,10302,2018,9.654716981132072
564,10303,2010,5.591279069767441
565,10303,2011,6.982723279648617
566,10303,2012,6.3232240437158485
567,10303,2013,5.288988476312419
568,10303,2014,7.477803557617944
569,10303,2015,7.919040247678017
570,10303,2016,8.083418043202037
571,10303,2017,8.870262716601458
572,10303,2018,10.413381294964028
573,10304,2010,4.519463087248327
574,10304,2011,6.519400352733688
575,10304,2012,6.466693037974681
576,10304,2013,5.441849148418494
577,10304,2014,5.8281758957654874
578,10304,2015,7.255175257731959
579,10304,2016,8.754535479151434
580,10304,2017,6.65491270112974
581,10304,2018,7.119071588366874
582,10305,2010,6.394482758620693
583,10305,2011,7.829912875120998
584,10305,2012,7.397390272835108
585,10305,2013,7.189276139410176
586,10305,2014,7.09396433470508
587,10305,2015,7.843106099436206
588,10305,2016,7.414390243902426
589,10305,2017,7.113660974593923
590,10305,2018,8.270972423802604
591,10306,2010,6.066101694915256
592,10306,2011,7.8534080298786115
593,10306,2012,8.218694096601054
594,10306,2013,7.833565891472874
595,10306,2014,6.421941638608312
596,10306,2015,7.048801128349783
597,10306,2016,5.835819672131149
598,10306,2017,6.9199082244970045
599,10306,2018,7.396374367622274
600,10307,2010,5.34
601,10307,2011,6.0437499999999975
602,10307,2012,7.272173913043477
603,10307,2013,5.202118644067798
604,10307,2014,6.087739463601532
605,10307,2015,5.748788368336028
606,10307,2016,4.613473684210522
607,10307,2017,4.694003527336863
608,10307,2018,4.964855072463768
609,10308,2010,6.349264705882356
610,10308,2011,7.882818532818533
611,10308,2012,8.043830570902394
612,10308,2013,8.668457538994806
613,10308,2014,6.892491467576797
614,10308,2015,7.5765613519471025
615,10308,2016,5.582640949554906
616,10308,2017,6.627129563350035
617,10308,2018,6.965897435897448
618,10309,2010,6.165413533834587
619,10309,2011,6.735753176043557
620,10309,2012,6.711090573012944
621,10309,2013,5.201608910891089
622,10309,2014,5.6366080661840705
623,10309,2015,6.928330206378997
624,10309,2016,6.678723404255318
625,10309,2017,6.162500000000003
626,10309,2018,5.474503574265287
627,10310,2010,5.234615384615385
628,10310,2011,6.341214750542303
629,10310,2012,6.738278145695365
630,10310,2013,5.354893617021279
631,10310,2014,5.818895966029715
632,10310,2015,6.818985270049106
633,10310,2016,9.115011160714284
634,10310,2017,6.771534195933466
635,10310,2018,7.562737843551794
636,10312,2010,5.809148264984229
637,10312,2011,6.6138604651162805
638,10312,2012,6.639061032863852
639,10312,2013,5.976040172166426
640,10312,2014,5.94775219298246
641,10312,2015,5.904978935273848
642,10312,2016,4.944180522565331
643,10312,2017,6.135725190839696
644,10312,2018,5.587568478718912
645,10314,2010,7.1993150684931555
646,10314,2011,6.857537272225283
647,10314,2012,6.795249695493297
648,10314,2013,6.739922647185215
649,10314,2014,7.398480355819116
650,10314,2015,7.686350974930365
651,10314,2016,7.963612288135584
652,10314,2017,8.548768918003171
653,10314,2018,9.24441810344826
654,10400,2011,0.3
655,10451,2010,6.191787439613529
656,10451,2011,6.496269727403146
657,10451,2012,7.3130705394190825
658,10451,2013,6.36939632545932
659,10451,2014,7.540625000000011
660,10451,2015,9.108512752567073
661,10451,2016,10.568385093167688
662,10451,2017,10.063627546071777
663,10451,2018,10.152623725441446
664,10452,2010,6.962912400455056
665,10452,2011,6.840422322775258
666,10452,2012,7.924405469678959
667,10452,2013,6.505264440653186
668,10452,2014,7.86051124744379
669,10452,2015,10.23210126582277
670,10452,2016,11.045187319884676
671,10452,2017,11.09725006110979
672,10452,2018,10.912340726757941
673,10453,2010,4.997854588796184
674,10453,2011,6.204228058936579
675,10453,2012,6.46200859950862
676,10453,2013,7.1673200702165
677,10453,2014,8.306069609507633
678,10453,2015,9.347084198753771
679,10453,2016,8.99282479479194
680,10453,2017,9.056854630108644
681,10453,2018,9.536422356973313
682,10454,2010,5.059782608695652
683,10454,2011,5.986071428571424
684,10454,2012,6.983214920071047
685,10454,2013,5.850922509225092
686,10454,2014,7.004126625211983
687,10454,2015,8.46101774042952
688,10454,2016,8.864179687499997
689,10454,2017,8.393912397921316
690,10454,2018,8.298101265822769
691,10455,2010,5.8536144578313225
692,10455,2011,6.367027027027029
693,10455,2012,5.999043062200953
694,10455,2013,5.201449275362326
695,10455,2014,7.0041161178509475
696,10455,2015,8.704372408594038
697,10455,2016,9.195729984301401
698,10455,2017,7.807435055240369
699,10455,2018,8.321641570711531
700,10456,2010,6.49777468706537
701,10456,2011,6.581808434596141
702,10456,2012,7.352263374485585
703,10456,2013,6.362536273940807
704,10456,2014,7.684177611006874
705,10456,2015,9.501196285219576
706,10456,2016,10.31678648454351
707,10456,2017,9.894522019334062
708,10456,2018,9.991858529819712
709,10457,2010,5.69325997248968
710,10457,2011,6.342499020759887
711,10457,2012,7.059494148735389
712,10457,2013,6.738470485606266
713,10457,2014,8.269848349687791
714,10457,2015,9.742259563818369
715,10457,2016,9.888333090272695
716,10457,2017,9.311181292836977
717,10457,2018,9.561021541796537
718,10458,2010,5.731531531531525
719,10458,2011,6.31946417043254
720,10458,2012,6.81269507803123
721,10458,2013,7.279664268585122
722,10458,2014,7.963820522529343
723,10458,2015,8.716586151368746
724,10458,2016,7.978147413398428
725,10458,2017,7.708738653299024
726,10458,2018,7.18971378759264
727,10459,2010,6.306845965770174
728,10459,2011,6.105647208121832
729,10459,2012,6.619459791283
730,10459,2013,7.136595523165008
731,10459,2014,7.665529841656521
732,10459,2015,8.717367853290199
733,10459,2016,9.862626262626241
734,10459,2017,8.951460105771426
735,10459,2018,8.763957426221586
736,10460,2010,6.609822646657568
737,10460,2011,6.274278328306778
738,10460,2012,6.517641277641265
739,10460,2013,6.814739517153763
740,10460,2014,8.22940360610264
741,10460,2015,9.150394218134005
742,10460,2016,9.866976744186017
743,10460,2017,8.707053649956011
744,10460,2018,8.64361805152041
745,10461,2010,5.280569948186527
746,10461,2011,5.504773413897283
747,10461,2012,5.429268292682924
748,10461,2013,5.6917173607861535
749,10461,2014,7.855076310550779
750,10461,2015,9.399814900509016
751,10461,2016,10.447976762820511
752,10461,2017,9.09176237623762
753,10461,2018,9.491424735693888
754,10462,2010,5.23003952569171
755,10462,2011,5.626992632284004
756,10462,2012,5.5232738295722585
757,10462,2013,6.2338048603554554
758,10462,2014,7.91534012668686
759,10462,2015,8.960211864406824
760,10462,2016,10.00096947194718
761,10462,2017,9.514257708073409
762,10462,2018,9.694132158590289
763,10463,2010,4.566292134831466
764,10463,2011,5.027809523809522
765,10463,2012,5.451070978580426
766,10463,2013,5.703464947622884
767,10463,2014,6.036861313868615
768,10463,2015,6.7745254529766905
769,10463,2016,6.522600739731353
770,10463,2017,5.915295226130655
771,10463,2018,5.963063063063083
772,10464,2010,5.574193548387096
773,10464,2011,5.396531791907514
774,10464,2012,6.1083798882681535
775,10464,2013,5.256213017751485
776,10464,2014,7.553780068728513
777,10464,2015,10.882305194805198
778,10464,2016,10.563346613545821
779,10464,2017,7.958584070796456
780,10464,2018,8.627786259541974
781,10465,2010,6.228343949044586
782,10465,2011,5.851868460388648
783,10465,2012,6.18596226415095
784,10465,2013,5.988998156115548
785,10465,2014,8.217612524461831
786,10465,2015,10.138442597722353
787,10465,2016,10.862707599396055
788,10465,2017,8.142614893094128
789,10465,2018,8.824246079614
790,10466,2010,4.53603603603603
791,10466,2011,5.177599687255666
792,10466,2012,6.825265017667851
793,10466,2013,6.517407706817572
794,10466,2014,8.403097055616149
795,10466,2015,10.148086710650295
796,10466,2016,10.941573393028426
797,10466,2017,10.330660643704118
798,10466,2018,10.527510716472765
799,10467,2010,4.594820384294062
800,10467,2011,5.590390956194063
801,10467,2012,6.4170441279477135
802,10467,2013,6.6257467720177505
803,10467,2014,7.823877234971126
804,10467,2015,8.890941566726212
805,10467,2016,9.103841820639934
806,10467,2017,8.914920240710702
807,10467,2018,8.727977784389553
808,10468,2010,4.907692307692309
809,10468,2011,5.667994687915009
810,10468,2012,6.281769856160104
811,10468,2013,6.635308000944062
812,10468,2014,7.369028689941218
813,10468,2015,7.823519080312958
814,10468,2016,7.219459390212647
815,10468,2017,6.756978119455959
816,10468,2018,6.475646624118244
817,10469,2010,4.491754385964914
818,10469,2011,5.42522209347238
819,10469,2012,5.840820237638951
820,10469,2013,5.976651651651648
821,10469,2014,8.20306492059071
822,10469,2015,9.800936207271938
823,10469,2016,11.290246939199015
824,10469,2017,10.536732868133836
825,10469,2018,10.687910820680369
826,10470,2010,3.9320441988950283
827,10470,2011,5.419694656488546
828,10470,2012,7.128449744463369
829,10470,2013,6.102502979737786
830,10470,2014,8.801682242990667
831,10470,2015,10.593457300275487
832,10470,2016,11.921194190424966
833,10470,2017,11.564967516241882
834,10470,2018,11.213920922569997
835,10471,2010,4.682634730538921
836,10471,2011,5.63747534516766
837,10471,2012,5.311825726141078
838,10471,2013,5.311367673179394
839,10471,2014,6.101624815361895
840,10471,2015,7.410645161290321
841,10471,2016,6.687999999999994
842,10471,2017,5.693875075803525
843,10471,2018,6.30201906898486
844,10472,2010,6.66351118760757
845,10472,2011,7.608827523766399
846,10472,2012,7.1628525382755726
847,10472,2013,6.264257425742584
848,10472,2014,8.594185753838419
849,10472,2015,7.523154423887124
850,10472,2016,6.890415690144321
851,10472,2017,6.6646205896567885
852,10472,2018,6.782998145770882
853,10473,2010,6.790909090909083
854,10473,2011,7.684968242766418
855,10473,2012,6.70430430430431
856,10473,2013,6.710629514963875
857,10473,2014,8.3635462555066
858,10473,2015,8.38531420765028
859,10473,2016,8.410046189376446
860,10473,2017,7.909661723818365
861,10473,2018,8.300137111517364
862,10474,2010,8.300000000000002
863,10474,2011,6.953131749460043
864,10474,2012,7.445754716981128
865,10474,2013,7.4158682634730555
866,10474,2014,6.847653806047971
867,10474,2015,8.390139751552793
868,10474,2016,9.520000000000014
869,10474,2017,9.181267217630866
870,10474,2018,8.815656008820298
871,10475,2010,4.852054794520546
872,10475,2011,6.343223443223442
873,10475,2012,6.198924731182793
874,10475,2013,6.5968531468531495
875,10475,2014,8.276829268292687
876,10475,2015,9.623211446740868
877,10475,2016,10.6235576923077
878,10475,2017,9.335000000000003
879,10475,2018,9.761569148936177
880,10803,2013,11.1
881,10803,2014,9.55
882,10803,2015,6.525
883,10803,2016,18.9
884,11001,2010,8.695652173913041
885,11001,2011,7.368965517241378
886,11001,2012,7.702739726027398
887,11001,2013,7.263333333333332
888,11001,2014,7.297241379310343
889,11001,2015,9.785652173913046
