zip,hour,value
11419,17,175
11419,18,208
11419,19,237
11419,20,280
11419,21,295
11419,22,374
11419,23,307
11420,0,271
11420,1,223
11420,2,131
11420,3,73
11420,4,49
11420,5,50
11420,6,70
11420,7,110
11420,8,108
11420,9,117
11420,10,130
11420,11,128
11420,12,142
11420,13,117
11420,14,127
11420,15,125
11420,16,171
11420,17,120
11420,18,179
11420,19,215
11420,20,228
11420,21,256
11420,22,344
11420,23,376
11421,0,277
11421,1,167
11421,2,108
11421,3,76
11421,4,52
11421,5,48
11421,6,80
11421,7,91
11421,8,105
11421,9,115
11421,10,93
11421,11,83
11421,12,94
11421,13,81
11421,14,124
11421,15,93
11421,16,137
11421,17,142
11421,18,160
11421,19,217
11421,20,240
11421,21,292
11421,22,327
11421,23,345
11422,0,78
11422,1,65
11422,2,42
11422,3,42
11422,4,38
11422,5,21
11422,6,17
11422,7,23
11422,8,34
11422,9,51
11422,10,58
11422,11,32
11422,12,27
11422,13,34
11422,14,44
11422,15,47
11422,16,35
11422,17,45
11422,18,56
11422,19,41
11422,20,55
11422,21,83
11422,22,89
11422,23,116
11423,0,91
11423,1,64
11423,2,40
11423,3,29
11423,4,14
11423,5,18
11423,6,21
11423,7,38
11423,8,54
11423,9,57
11423,10,74
11423,11,63
11423,12,85
11423,13,62
11423,14,50
11423,15,58
11423,16,75
11423,17,49
11423,18,77
11423,19,62
11423,20,90
11423,21,116
11423,22,115
11423,23,88
11426,0,27
11426,1,16
11426,2,4
11426,3,5
11426,4,2
11426,5,6
11426,6,8
11426,7,19
11426,8,14
11426,9,24
11426,10,21
11426,11,22
11426,12,19
11426,13,18
11426,14,28
11426,15,29
11426,16,24
11426,17,23
11426,18,26
11426,19,29
11426,20,34
11426,21,63
11426,22,40
11426,23,63
11427,0,37
11427,1,25
11427,2,15
11427,3,6
11427,4,5
11427,5,7
11427,6,15
11427,7,15
11427,8,23
11427,9,21
11427,10,22
11427,11,29
11427,12,20
11427,13,26
11427,14,18
11427,15,18
11427,16,29
11427,17,28
11427,18,26
11427,19,46
11427,20,40
11427,21,48
11427,22,53
11427,23,42
11428,0,72
11428,1,45
11428,2,27
11428,3,12
11428,4,3
11428,5,10
11428,6,10
11428,7,25
11428,8,38
11428,9,40
11428,10,30
11428,11,26
11428,12,36
11428,13,31
11428,14,26
11428,15,20
11428,16,34
11428,17,34
11428,18,41
11428,19,43
11428,20,60
11428,21,72
11428,22,100
11428,23,77
11429,0,52
11429,1,42
11429,2,29
11429,3,18
11429,4,11
11429,5,14
11429,6,8
11429,7,25
11429,8,38
11429,9,35
11429,10,39
11429,11,26
11429,12,51
11429,13,31
11429,14,49
11429,15,26
11429,16,26
11429,17,37
11429,18,35
11429,19,57
11429,20,51
11429,21,93
11429,22,74
11429,23,59
11430,0,1
11430,2,1
11430,6,1
11430,7,2
11430,8,2
11430,10,2
11430,11,1
11430,12,1
11430,13,16
11430,14,5
11430,15,3
11430,16,1
11430,22,1
11430,23,1
11432,0,211
11432,1,107
11432,2,81
11432,3,35
11432,4,25
11432,5,20
11432,6,38
11432,7,90
11432,8,172
11432,9,171
11432,10,156
11432,11,158
11432,12,174
11432,13,158
11432,14,151
11432,15,167
11432,16,138
11432,17,156
11432,18,187
11432,19,157
11432,20,201
11432,21,199
11432,22,250
11432,23,221
11433,0,133
11433,1,96
11433,2,92
11433,3,58
11433,4,38
11433,5,23
11433,6,34
11433,7,76
11433,8,73
11433,9,85
11433,10,94
11433,11,101
11433,12,80
11433,13,81
11433,14,100
11433,15,98
11433,16,95
11433,17,95
11433,18,129
11433,19,121
11433,20,130
11433,21,158
11433,22,175
11433,23,168
11434,0,149
11434,1,135
11434,2,89
11434,3,75
11434,4,44
11434,5,42
11434,6,47
11434,7,90
11434,8,85
11434,9,115
11434,10,112
11434,11,82
11434,12,107
11434,13,98
11434,14,114
11434,15,116
11434,16,95
11434,17,116
11434,18,147
11434,19,161
11434,20,133
11434,21,140
11434,22,179
11434,23,198
11435,0,191
11435,1,133
11435,2,80
11435,3,51
11435,4,28
11435,5,43
11435,6,68
11435,7,100
11435,8,100
11435,9,101
11435,10,110
11435,11,104
11435,12,90
11435,13,91
11435,14,104
11435,15,97
11435,16,79
11435,17,86
11435,18,107
11435,19,128
11435,20,141
11435,21,202
11435,22,262
11435,23,251
11436,0,140
11436,1,103
11436,2,76
11436,3,43
11436,4,30
11436,5,15
11436,6,26
11436,7,27
11436,8,32
11436,9,35
11436,10,55
11436,11,37
11436,12,41
11436,13,50
11436,14,45
11436,15,35
11436,16,55
11436,17,41
11436,18,47
11436,19,60
11436,20,69
11436,21,80
11436,22,113
11436,23,120
11691,0,137
11691,1,99
11691,2,45
11691,3,39
11691,4,23
11691,5,45
11691,6,81
11691,7,73
11691,8,103
11691,9,78
11691,10,76
11691,11,72
11691,12,61
11691,13,52
11691,14,55
11691,15,66
11691,16,62
11691,17,81
11691,18,81
11691,19,117
11691,20,96
11691,21,244
11691,22,222
11691,23,166
11692,0,31
11692,1,36
11692,2,16
11692,3,8
11692,4,2
11692,5,8
11692,6,11
11692,7,17
11692,8,17
11692,9,14
11692,10,13
11692,11,18
11692,12,18
11692,13,17
11692,14,13
11692,15,14
11692,16,19
11692,17,14
11692,18,17
11692,19,24
11692,20,21
11692,21,29
11692,22,45
11692,23,55
11693,0,66
11693,1,28
11693,2,11
11693,3,9
11693,4,3
11693,5,1
11693,6,5
11693,7,11
11693,8,13
11693,9,20
11693,10,27
11693,11,25
11693,12,24
11693,13,21
11693,14,25
11693,15,23
11693,16,31
11693,17,25
11693,18,36
11693,19,29
11693,20,53
11693,21,43
11693,22,74
11693,23,55
11694,0,41
11694,1,33
11694,2,17
11694,3,9
11694,4,11
11694,5,10
11694,6,8
11694,7,21
11694,8,26
11694,9,48
11694,10,34
11694,11,51
11694,12,41
11694,13,45
11694,14,66
11694,15,60
11694,16,54
11694,17,48
11694,18,55
11694,19,49
11694,20,39
11694,21,71
11694,22,56
11694,23,65
11695,0,1
11697,0,4
11697,10,2
11697,12,1
11697,13,2
11697,14,1
11697,15,4
11697,16,2
11697,17,10
11697,18,3
11697,19,5
11697,20,1
11697,21,5
11697,22,14
11697,23,10
