zip,year,type,count,efficiency
11366,2015,Disturbance,2,9.7
11366,2015,Miscellaneous,172,5.588372093
11366,2015,Noise,502,6.166135458
11366,2015,Street condition related,122,8.527868852
11366,2015,Traffic related,1006,5.99055666
11366,2016,Disturbance,2,10.25
11366,2016,Miscellaneous,642,4.32211838
11366,2016,Noise,473,7.21564482
11366,2016,Street condition related,146,10.36986301
11366,2016,Traffic related,639,7.484507042
11366,2017,Disturbance,2,7.15
11366,2017,Miscellaneous,1325,2.037132075
11366,2017,Noise,1278,3.696322379
11366,2017,Street condition related,162,8.014197531
11366,2017,Traffic related,1336,4.298428144
11366,2018,Disturbance,2,11.3
11366,2018,Miscellaneous,199,3.928140704
11366,2018,Noise,3256,3.255528256
11366,2018,Street condition related,136,8.061029412
11366,2018,Traffic related,1792,4.620814732
11367,2010,Disturbance,3,0.766666667
11367,2010,Miscellaneous,3,13.83333333
11367,2010,Noise,97,7.227835052
11367,2010,Street condition related,28,4.614285714
11367,2010,Traffic related,104,7.220192308
11367,2011,Disturbance,6,4.883333333
11367,2011,Miscellaneous,12,5.8
11367,2011,Noise,357,6.46162465
11367,2011,Street condition related,109,7.660550459
11367,2011,Traffic related,407,7.316953317
11367,2012,Disturbance,1,1.6
11367,2012,Miscellaneous,8,7.05
11367,2012,Noise,403,7.192555831
11367,2012,Street condition related,61,7.298360656
11367,2012,Traffic related,343,7.885714286
11367,2013,Disturbance,1,0.7
11367,2013,Miscellaneous,9,2.844444444
11367,2013,Noise,507,7.638067061
11367,2013,Street condition related,87,8.808045977
11367,2013,Traffic related,373,8.167292225
11367,2014,Disturbance,1,3.3
11367,2014,Miscellaneous,39,6.715384615
11367,2014,Noise,912,5.098355263
11367,2014,Street condition related,101,6.62970297
11367,2014,Traffic related,594,6.111952862
11367,2015,Miscellaneous,54,5.405555556
11367,2015,Noise,690,8.01942029
11367,2015,Street condition related,137,8.945255474
11367,2015,Traffic related,686,7.76909621
11367,2016,Disturbance,3,0.5
11367,2016,Miscellaneous,56,6.808928571
11367,2016,Noise,978,7.354192229
11367,2016,Street condition related,131,9.725954198
11367,2016,Traffic related,808,9.021534653
11367,2017,Disturbance,34,7.252941176
11367,2017,Miscellaneous,66,6.083333333
11367,2017,Noise,890,5.871573034
11367,2017,Street condition related,234,8.354700855
11367,2017,Traffic related,1128,7.185904255
11367,2018,Disturbance,20,4.8
11367,2018,Miscellaneous,32,6.99375
11367,2018,Noise,759,5.929512516
11367,2018,Street condition related,268,7.493656716
11367,2018,Traffic related,1082,6.733548983
11368,2010,Disturbance,12,1.408333333
11368,2010,Miscellaneous,7,4.642857143
11368,2010,Noise,365,3.552876712
11368,2010,Street condition related,37,5.221621622
11368,2010,Traffic related,474,4.064767932
11368,2011,Disturbance,31,3.203225806
11368,2011,Miscellaneous,21,5.347619048
11368,2011,Noise,1270,4.149606299
11368,2011,Street condition related,130,4.699230769
11368,2011,Traffic related,1579,4.319822673
11368,2012,Disturbance,23,4.952173913
11368,2012,Miscellaneous,19,4.668421053
11368,2012,Noise,1635,5.029296636
11368,2012,Street condition related,115,5.246956522
11368,2012,Traffic related,1770,5.206553672
11368,2013,Disturbance,28,4.692857143
11368,2013,Miscellaneous,33,6.078787879
11368,2013,Noise,2091,5.431898613
11368,2013,Street condition related,95,5.095789474
11368,2013,Traffic related,2156,5.143877551
11368,2014,Disturbance,20,4.4
11368,2014,Miscellaneous,134,5.280597015
11368,2014,Noise,2623,5.247235989
11368,2014,Street condition related,122,7.576229508
11368,2014,Traffic related,3056,5.181806283
11368,2015,Disturbance,40,8.2725
11368,2015,Miscellaneous,147,6.77755102
11368,2015,Noise,2843,6.477101653
11368,2015,Street condition related,143,6.286713287
11368,2015,Traffic related,4403,6.683170566
11368,2016,Disturbance,35,2.902857143
11368,2016,Miscellaneous,171,6.97251462
11368,2016,Noise,3295,6.200819423
11368,2016,Street condition related,218,6.781651376
11368,2016,Traffic related,5368,6.739269747
11368,2017,Disturbance,59,5.098305085
11368,2017,Miscellaneous,156,6.442307692
11368,2017,Noise,3772,6.653897137
11368,2017,Street condition related,279,8.411469534
11368,2017,Traffic related,5654,7.359020163
11368,2018,Disturbance,58,6.017241379
11368,2018,Miscellaneous,142,7.445774648
11368,2018,Noise,3145,7.269443561
11368,2018,Street condition related,219,8.314611872
11368,2018,Traffic related,4949,7.232248939
11369,2010,Disturbance,1,1.7
11369,2010,Miscellaneous,3,5.6
11369,2010,Noise,174,3.91091954
11369,2010,Street condition related,13,6.015384615
11369,2010,Traffic related,232,4.943103448
11369,2011,Disturbance,8,9.925
11369,2011,Miscellaneous,14,6.185714286
11369,2011,Noise,718,4.966713092
11369,2011,Street condition related,65,8.204615385
11369,2011,Traffic related,825,5.131636364
11369,2012,Disturbance,9,5.044444444
11369,2012,Miscellaneous,11,10.13636364
11369,2012,Noise,807,5.444857497
11369,2012,Street condition related,64,7.234375
11369,2012,Traffic related,828,5.659661836
11369,2013,Disturbance,10,4.94
11369,2013,Miscellaneous,29,4.603448276
11369,2013,Noise,952,5.034558824
11369,2013,Street condition related,61,7.455737705
11369,2013,Traffic related,1052,5.271958175
11369,2014,Disturbance,5,3.5
11369,2014,Miscellaneous,66,6.115151515
11369,2014,Noise,1180,4.532288136
11369,2014,Street condition related,70,7.67
11369,2014,Traffic related,1350,5.554222222
11369,2015,Disturbance,4,1.025
11369,2015,Miscellaneous,83,6.568674699
11369,2015,Noise,1173,5.928729753
11369,2015,Street condition related,90,6.184444444
11369,2015,Traffic related,1872,6.903044872
11369,2016,Disturbance,17,1.305882353
11369,2016,Miscellaneous,82,7.014634146
11369,2016,Noise,1250,5.67976
11369,2016,Street condition related,151,7.952980132
11369,2016,Traffic related,2125,7.372047059
11369,2017,Disturbance,22,7.286363636
11369,2017,Miscellaneous,97,8.690721649
11369,2017,Noise,1339,7.676026886
11369,2017,Street condition related,190,9.467894737
11369,2017,Traffic related,2499,9.095958383
11369,2018,Disturbance,18,7.783333333
11369,2018,Miscellaneous,72,6.170833333
11369,2018,Noise,1003,6.953738784
11369,2018,Street condition related,154,9.169480519
11369,2018,Traffic related,2257,6.743863536
11370,2010,0,2,0.95
11370,2010,Disturbance,1,0.4
11370,2010,Miscellaneous,2,7.3
11370,2010,Noise,70,5.882857143
11370,2010,Street condition related,13,6.353846154
11370,2010,Traffic related,105,5.242857143
11370,2011,Disturbance,5,1.32
11370,2011,Miscellaneous,15,5.786666667
11370,2011,Noise,298,5.191610738
11370,2011,Street condition related,42,7.688095238
11370,2011,Traffic related,452,4.934292035
11370,2012,Disturbance,2,2.95
11370,2012,Miscellaneous,7,2.4
11370,2012,Noise,354,4.968926554
11370,2012,Street condition related,27,8.737037037
11370,2012,Traffic related,490,5.758163265
11370,2013,Disturbance,6,4.733333333
11370,2013,Miscellaneous,12,8.091666667
11370,2013,Noise,490,5.766530612
11370,2013,Street condition related,35,5.12
11370,2013,Traffic related,635,5.902992126
11370,2014,Disturbance,3,7.266666667
11370,2014,Miscellaneous,58,5.717241379
11370,2014,Noise,446,5.983632287
11370,2014,Street condition related,56,6.571428571
11370,2014,Traffic related,1061,5.993590952
11370,2015,Disturbance,6,3.25
11370,2015,Miscellaneous,39,6.907692308
11370,2015,Noise,526,6.799239544
11370,2015,Street condition related,61,10.03770492
11370,2015,Traffic related,1195,6.884686192
11370,2016,Disturbance,2,1.55
11370,2016,Miscellaneous,34,8.232352941
11370,2016,Noise,485,6.263505155
11370,2016,Street condition related,88,9.409090909
11370,2016,Traffic related,1244,7.951607717
11370,2017,Disturbance,9,6.833333333
11370,2017,Miscellaneous,51,7.209803922
11370,2017,Noise,569,7.935676626
11370,2017,Street condition related,71,9.84084507
11370,2017,Traffic related,1485,8.441952862
11370,2018,Disturbance,4,4.3
11370,2018,Miscellaneous,33,5.936363636
11370,2018,Noise,512,7.67734375
11370,2018,Street condition related,54,10.9537037
11370,2018,Traffic related,1929,7.359149819
11371,2011,Street condition related,3,2.066666667
11371,2012,Traffic related,1,0.2
11371,2013,Traffic related,1,0.5
11371,2014,Traffic related,2,2.45
11371,2015,Traffic related,2,12.25
11371,2016,Street condition related,1,13.7
11371,2016,Traffic related,10,5.93
11371,2017,Street condition related,1,13.6
11371,2017,Traffic related,1,0.9
11372,2010,Disturbance,4,2.25
11372,2010,Miscellaneous,4,2.825
11372,2010,Noise,431,5.234106729
11372,2010,Street condition related,37,5.554054054
11372,2010,Traffic related,142,4.616197183
11372,2011,Disturbance,18,2.911111111
11372,2011,Miscellaneous,17,6.058823529
11372,2011,Noise,1205,5.576348548
11372,2011,Street condition related,115,5.474782609
11372,2011,Traffic related,422,5.154265403
11372,2012,Disturbance,10,2.53
11372,2012,Miscellaneous,15,7.88
11372,2012,Noise,1395,5.489175627
11372,2012,Street condition related,127,5.192125984
11372,2012,Traffic related,473,5.627906977
11372,2013,Disturbance,17,4.929411765
11372,2013,Miscellaneous,19,4.168421053
11372,2013,Noise,1526,5.798820446
11372,2013,Street condition related,140,5.975714286
11372,2013,Traffic related,654,6.018807339
11372,2014,Disturbance,20,2.81
11372,2014,Miscellaneous,81,4.960493827
11372,2014,Noise,2552,5.99130094
11372,2014,Street condition related,78,6.582051282
11372,2014,Traffic related,843,5.724792408
11372,2015,Disturbance,10,7.6
11372,2015,Miscellaneous,113,5.714159292
11372,2015,Noise,2329,6.089566337
11372,2015,Street condition related,129,6.974418605
11372,2015,Traffic related,957,6.899895507
11372,2016,Disturbance,16,6.64375
11372,2016,Miscellaneous,64,6.9984375
11372,2016,Noise,2224,6.602068345
11372,2016,Street condition related,162,5.861728395
11372,2016,Traffic related,1353,7.142424242
11372,2017,Disturbance,28,9.45
11372,2017,Miscellaneous,62,9.753225806
11372,2017,Noise,2470,7.95951417
11372,2017,Street condition related,209,8.387559809
11372,2017,Traffic related,1590,8.757735849
11372,2018,Disturbance,35,4.837142857
11372,2018,Miscellaneous,82,6.78902439
11372,2018,Noise,2251,6.96890271
11372,2018,Street condition related,157,6.41656051
11372,2018,Traffic related,1564,7.280754476
11373,2010,Disturbance,4,2.35
11373,2010,Miscellaneous,3,1.166666667
11373,2010,Noise,309,3.177669903
11373,2010,Street condition related,58,4.122413793
11373,2010,Traffic related,313,3.963258786
11373,2011,Disturbance,19,3.205263158
11373,2011,Miscellaneous,17,5.882352941
11373,2011,Noise,1090,3.898990826
11373,2011,Street condition related,81,5.97654321
11373,2011,Traffic related,1108,3.998555957
11373,2012,Disturbance,12,4.116666667
11373,2012,Miscellaneous,23,3.965217391
11373,2012,Noise,1677,4.50208706
11373,2012,Street condition related,87,5.401149425
11373,2012,Traffic related,1119,5.448525469
11373,2013,Disturbance,16,3.79375
11373,2013,Miscellaneous,37,5.572972973
11373,2013,Noise,1983,4.891376702
11373,2013,Street condition related,99,6.187878788
11373,2013,Traffic related,1215,5.109876543
11373,2014,Disturbance,22,2.940909091
11373,2014,Miscellaneous,85,5.357647059
11373,2014,Noise,2091,5.35131516
11373,2014,Street condition related,69,7.386956522
11373,2014,Traffic related,2001,5.709945027
11373,2015,Disturbance,15,5.953333333
11373,2015,Miscellaneous,116,6.398275862
11373,2015,Noise,2108,6.627039848
11373,2015,Street condition related,122,7.609016393
11373,2015,Traffic related,2769,6.703466956
11373,2016,Disturbance,24,4.9
11373,2016,Miscellaneous,96,6.961458333
11373,2016,Noise,2088,6.308141762
11373,2016,Street condition related,131,8.258015267
11373,2016,Traffic related,3308,6.874667473
11373,2017,Disturbance,44,6.647727273
11373,2017,Miscellaneous,109,5.055045872
11373,2017,Noise,2394,5.764912281
11373,2017,Street condition related,192,8.517708333
11373,2017,Traffic related,3919,6.797575912
11373,2018,Disturbance,26,6.315384615
11373,2018,Miscellaneous,188,6.918085106
11373,2018,Noise,2182,6.621494042
11373,2018,Street condition related,204,8.630882353
11373,2018,Traffic related,3716,7.902798708
11374,2010,0,1,13.5
11374,2010,Miscellaneous,1,1.1
11374,2010,Noise,125,1.9
11374,2010,Street condition related,12,6.033333333
11374,2010,Traffic related,192,3.747916667
11374,2011,Disturbance,4,0.675
11374,2011,Miscellaneous,13,2.115384615
11374,2011,Noise,469,3.844136461
11374,2011,Street condition related,60,7.496666667
11374,2011,Traffic related,598,4.278093645
11374,2012,Disturbance,2,7.6
11374,2012,Miscellaneous,8,5.1125
11374,2012,Noise,497,4.475855131
11374,2012,Street condition related,54,5.487037037
11374,2012,Traffic related,617,4.380388979
11374,2013,Disturbance,6,6.8
11374,2013,Miscellaneous,26,4.330769231
11374,2013,Noise,846,4.666312057
11374,2013,Street condition related,56,5.207142857
11374,2013,Traffic related,729,4.186419753
11374,2014,Disturbance,4,4.875
11374,2014,Miscellaneous,70,7.005714286
11374,2014,Noise,697,5.719512195
11374,2014,Street condition related,59,8.623728814
11374,2014,Traffic related,1078,5.637662338
11374,2015,Disturbance,4,5.575
11374,2015,Miscellaneous,54,7.064814815
11374,2015,Noise,873,6.890950745
11374,2015,Street condition related,97,9.392783505
11374,2015,Traffic related,1434,7.132426778
11374,2016,Disturbance,1,20.7
11374,2016,Miscellaneous,59,7.355932203
11374,2016,Noise,1021,8.055239961
11374,2016,Street condition related,103,10.22912621
11374,2016,Traffic related,1647,7.884942319
11374,2017,Disturbance,9,11.18888889
11374,2017,Miscellaneous,63,9.171428571
11374,2017,Noise,906,10.55706402
11374,2017,Street condition related,168,11.33869048
11374,2017,Traffic related,2019,10.88964834
11374,2018,Disturbance,16,7.45625
11374,2018,Miscellaneous,69,10.14782609
11374,2018,Noise,760,10.37315789
11374,2018,Street condition related,144,11.02361111
11374,2018,Traffic related,1742,10.6869116
11375,2010,Miscellaneous,3,0.966666667
11375,2010,Noise,296,3.357094595
11375,2010,Street condition related,32,5.434375
11375,2010,Traffic related,226,3.242477876
11375,2011,Disturbance,4,7.875
11375,2011,Miscellaneous,19,3.936842105
11375,2011,Noise,781,4.116389245
11375,2011,Street condition related,82,4.437804878
11375,2011,Traffic related,701,4.211554922
11375,2012,Disturbance,5,4.66
11375,2012,Miscellaneous,19,2.078947368
11375,2012,Noise,638,4.50846395
11375,2012,Street condition related,42,5.004761905
11375,2012,Traffic related,751,4.389081225
11375,2013,Disturbance,5,1.44
11375,2013,Miscellaneous,33,3.896969697
11375,2013,Noise,837,4.790919952
11375,2013,Street condition related,62,6.158064516
11375,2013,Traffic related,856,4.531308411
11375,2014,Disturbance,2,0.95
11375,2014,Miscellaneous,104,5.318269231
11375,2014,Noise,959,5.21438999
11375,2014,Street condition related,75,8.733333333
11375,2014,Traffic related,1188,5.380808081
11375,2015,Disturbance,2,10.15
11375,2015,Miscellaneous,125,5.5016
11375,2015,Noise,1289,6.936772692
11375,2015,Street condition related,86,7.141860465
11375,2015,Traffic related,1564,6.624296675
11375,2016,Disturbance,4,14.95
11375,2016,Miscellaneous,119,8.057983193
11375,2016,Noise,1215,7.697860082
11375,2016,Street condition related,112,9.494642857
11375,2016,Traffic related,1526,7.721100917
11375,2017,Disturbance,11,5.918181818
11375,2017,Miscellaneous,114,10.28947368
11375,2017,Noise,1572,9.721501272
11375,2017,Street condition related,160,12.07625
11375,2017,Traffic related,1992,10.37881526
11375,2018,Disturbance,11,7.045454545
11375,2018,Miscellaneous,72,9.848611111
11375,2018,Noise,1196,10.58904682
11375,2018,Street condition related,144,11.55694444
11375,2018,Traffic related,1962,11.01743119
11377,2010,0,2,2.15
11377,2010,Disturbance,5,5.04
11377,2010,Miscellaneous,7,7.271428571
11377,2010,Noise,421,4.72327791
11377,2010,Street condition related,127,8.384251969
11377,2010,Traffic related,402,6.156716418
11377,2011,Disturbance,19,5.457894737
11377,2011,Miscellaneous,18,5.694444444
11377,2011,Noise,1438,6.264812239
11377,2011,Street condition related,229,7.666812227
11377,2011,Traffic related,1325,6.026037736
11377,2012,Disturbance,20,5.97
11377,2012,Miscellaneous,32,9.74375
11377,2012,Noise,1801,6.548917268
11377,2012,Street condition related,221,7.028506787
11377,2012,Traffic related,1241,6.782111201
11377,2013,Disturbance,22,8.05
11377,2013,Miscellaneous,59,6.484745763
11377,2013,Noise,1537,7.738451529
11377,2013,Street condition related,205,8.185365854
11377,2013,Traffic related,1546,6.950323415
11377,2014,Disturbance,22,6.595454545
11377,2014,Miscellaneous,114,8.630701754
11377,2014,Noise,2001,8.684707646
11377,2014,Street condition related,180,9.518888889
11377,2014,Traffic related,2507,7.374790586
11377,2015,Disturbance,16,8.9625
11377,2015,Miscellaneous,207,8.739613527
11377,2015,Noise,2291,9.995940637
11377,2015,Street condition related,325,10.25230769
11377,2015,Traffic related,3316,9.509077201
11377,2016,Disturbance,35,8.465714286
11377,2016,Miscellaneous,145,11.9337931
11377,2016,Noise,2224,10.04109712
11377,2016,Street condition related,383,10.70652742
11377,2016,Traffic related,3548,10.78224352
11377,2017,Disturbance,62,8.953225806
11377,2017,Miscellaneous,142,9.478873239
11377,2017,Noise,2373,9.644711336
11377,2017,Street condition related,586,11.57440273
11377,2017,Traffic related,4601,9.513649207
11377,2018,Disturbance,54,12.11111111
11377,2018,Miscellaneous,127,10.47086614
11377,2018,Noise,1974,9.858611955
11377,2018,Street condition related,569,11.47328647
11377,2018,Traffic related,3992,10.28519539
11378,2010,0,2,8.7
11378,2010,Disturbance,2,1.4
11378,2010,Miscellaneous,5,3.66
11378,2010,Noise,93,7.175268817
11378,2010,Street condition related,61,5.98852459
11378,2010,Traffic related,250,5.9944
11378,2011,Disturbance,9,4.844444444
11378,2011,Miscellaneous,38,5.742105263
11378,2011,Noise,334,6.511377246
11378,2011,Street condition related,282,7.022695035
11378,2011,Traffic related,1230,7.177398374
11378,2012,Disturbance,16,6.33125
11378,2012,Miscellaneous,33,8.733333333
11378,2012,Noise,413,9.056658596
11378,2012,Street condition related,245,9.93755102
11378,2012,Traffic related,993,8.77633434
11378,2013,Disturbance,4,10.525
11378,2013,Miscellaneous,31,8.196774194
11378,2013,Noise,424,7.440566038
11378,2013,Street condition related,244,8.41557377
11378,2013,Traffic related,1283,6.986983632
11378,2014,Disturbance,7,8.114285714
11378,2014,Miscellaneous,135,8.408148148
11378,2014,Noise,598,9.082608696
11378,2014,Street condition related,341,10.4973607
11378,2014,Traffic related,1764,8.265249433
11378,2015,Disturbance,11,6.990909091
11378,2015,Miscellaneous,111,10.12432432
11378,2015,Noise,640,9.43140625
11378,2015,Street condition related,517,9.910831721
11378,2015,Traffic related,2302,8.803822763
11378,2016,Disturbance,4,20.775
11378,2016,Miscellaneous,91,8.246153846
11378,2016,Noise,639,10.01236307
11378,2016,Street condition related,908,10.15969163
11378,2016,Traffic related,3259,9.602546793
11378,2017,Disturbance,26,10.26923077
11378,2017,Miscellaneous,123,9.161788618
11378,2017,Noise,727,12.27716644
11378,2017,Street condition related,926,11.88358531
11378,2017,Traffic related,3584,11.60284598
11378,2018,Disturbance,16,7.6625
11378,2018,Miscellaneous,100,9.512
11378,2018,Noise,583,10.5787307
11378,2018,Street condition related,1119,9.302055407
11378,2018,Traffic related,3681,8.46538984
11379,2010,0,1,1.4
11379,2010,Miscellaneous,6,5
11379,2010,Noise,62,5.437096774
11379,2010,Street condition related,49,5.040816327
11379,2010,Traffic related,219,4.788127854
11379,2011,Disturbance,3,1.1
11379,2011,Miscellaneous,31,4.348387097
11379,2011,Noise,252,6.622619048
11379,2011,Street condition related,238,6.963445378
11379,2011,Traffic related,793,6.389407314
11379,2012,Disturbance,5,8.3
11379,2012,Miscellaneous,22,7
11379,2012,Noise,285,9.08245614
11379,2012,Street condition related,218,10.88302752
11379,2012,Traffic related,711,8.569057665
11379,2013,Disturbance,13,6.876923077
11379,2013,Miscellaneous,29,6.531034483
11379,2013,Noise,350,9.006
11379,2013,Street condition related,228,8.988157895
11379,2013,Traffic related,955,7.152251309
11379,2014,Disturbance,4,6.4
11379,2014,Miscellaneous,96,8.288541667
11379,2014,Noise,402,9.511691542
11379,2014,Street condition related,268,10.1858209
11379,2014,Traffic related,1177,8.247153781
11379,2015,Disturbance,2,1.25
11379,2015,Miscellaneous,94,8.065957447
11379,2015,Noise,479,9.951148225
11379,2015,Street condition related,366,9.561202186
11379,2015,Traffic related,1781,8.724592925
11379,2016,Disturbance,8,11.3375
11379,2016,Miscellaneous,72,9.859722222
11379,2016,Noise,431,10.69118329
11379,2016,Street condition related,433,9.390300231
11379,2016,Traffic related,2073,9.257694163
11379,2017,Disturbance,5,14.86
11379,2017,Miscellaneous,82,10.61707317
11379,2017,Noise,541,11.40794824
11379,2017,Street condition related,685,11.64671533
11379,2017,Traffic related,2471,11.52921894
11379,2018,Disturbance,9,8.188888889
11379,2018,Miscellaneous,79,8.608860759
11379,2018,Noise,512,9.834179687
11379,2018,Street condition related,720,9.813888889
11379,2018,Traffic related,2550,8.522666667
11385,2010,0,1,1.1
11385,2010,Disturbance,11,6.618181818
11385,2010,Miscellaneous,5,2.74
11385,2010,Noise,359,5.379387187
11385,2010,Street condition related,56,5.848214286
11385,2010,Traffic related,653,5.632771822
11385,2011,Disturbance,21,5.2
11385,2011,Miscellaneous,58,4.594827586
11385,2011,Noise,1365,5.784688645
11385,2011,Street condition related,268,7.172761194
11385,2011,Traffic related,2005,6.29605985
11385,2012,Disturbance,22,7.418181818
11385,2012,Miscellaneous,37,9.8
11385,2012,Noise,1424,8.680547753
11385,2012,Street condition related,205,9.061463415
11385,2012,Traffic related,1887,8.463857976
11385,2013,Disturbance,24,4.8125
11385,2013,Miscellaneous,57,7.071929825
11385,2013,Noise,1643,7.404138771
11385,2013,Street condition related,311,8.880385852
11385,2013,Traffic related,2302,6.638792354
11385,2014,Disturbance,22,5.722727273
11385,2014,Miscellaneous,206,9.203883495
11385,2014,Noise,2482,8.906688155
11385,2014,Street condition related,416,10.18533654
11385,2014,Traffic related,2983,7.623633926
11385,2015,Disturbance,13,7.046153846
11385,2015,Miscellaneous,257,8.181712062
11385,2015,Noise,3186,8.882517263
11385,2015,Street condition related,520,9.187115385
11385,2015,Traffic related,4444,8.175045005
11385,2016,Disturbance,19,6.526315789
11385,2016,Miscellaneous,297,9.273737374
11385,2016,Noise,3761,9.035655411
11385,2016,Street condition related,692,9.991763006
11385,2016,Traffic related,6424,8.502117061
11385,2017,Disturbance,45,12.85555556
11385,2017,Miscellaneous,334,10.63622754
11385,2017,Noise,4029,11.01998014
11385,2017,Street condition related,844,11.34265403
11385,2017,Traffic related,7202,10.41349625
11385,2018,Disturbance,54,8.361111111
11385,2018,Miscellaneous,214,7.851401869
11385,2018,Noise,4323,8.095951885
11385,2018,Street condition related,836,8.792583732
11385,2018,Traffic related,6904,7.519872538
11411,2010,Miscellaneous,1,18
11411,2010,Noise,20,8.47
11411,2010,Street condition related,20,9.985
11411,2010,Traffic related,36,8.291666667
11411,2011,Disturbance,2,4.15
11411,2011,Miscellaneous,10,3.44
11411,2011,Noise,226,6.667699115
11411,2011,Street condition related,93,8.191397849
11411,2011,Traffic related,101,8.645544554
11411,2012,Miscellaneous,11,4.8
11411,2012,Noise,458,4.53231441
11411,2012,Street condition related,85,8.187058824
11411,2012,Traffic related,133,9.258646617
11411,2013,Disturbance,1,2.7
11411,2013,Miscellaneous,6,7.9
11411,2013,Noise,353,4.980453258
11411,2013,Street condition related,72,8.601388889
11411,2013,Traffic related,144,6.915277778
11411,2014,Disturbance,2,5.6
11411,2014,Miscellaneous,32,7.13125
11411,2014,Noise,356,6.712640449
11411,2014,Street condition related,89,10.3741573
11411,2014,Traffic related,217,7.774193548
11411,2015,Miscellaneous,24,7.029166667
11411,2015,Noise,363,8.752066116
11411,2015,Street condition related,148,9.517567568
11411,2015,Traffic related,298,9.360738255
11411,2016,Disturbance,3,16.9
11411,2016,Miscellaneous,38,10.22894737
11411,2016,Noise,301,8.239534884
11411,2016,Street condition related,177,10.31694915
11411,2016,Traffic related,332,10.77289157
11411,2017,Disturbance,10,11.98
11411,2017,Miscellaneous,16,7.49375
11411,2017,Noise,341,7.192961877
11411,2017,Street condition related,299,10.11304348
11411,2017,Traffic related,349,9.06991404
11411,2018,Disturbance,2,15.7
11411,2018,Miscellaneous,22,6.081818182
11411,2018,Noise,309,6.119093851
11411,2018,Street condition related,238,9.622268908
11411,2018,Traffic related,435,7.497471264
11412,2010,Disturbance,2,5.15
11412,2010,Miscellaneous,7,4.157142857
11412,2010,Noise,73,5.769863014
11412,2010,Street condition related,38,9.997368421
11412,2010,Traffic related,94,7.535106383
11412,2011,Disturbance,14,5.842857143
11412,2011,Miscellaneous,41,5.131707317
11412,2011,Noise,377,7.024137931
11412,2011,Street condition related,149,9.694630872
11412,2011,Traffic related,338,7.931656805
11412,2012,Disturbance,5,8.82
11412,2012,Miscellaneous,24,7.429166667
11412,2012,Noise,527,7.803036053
11412,2012,Street condition related,136,9.7375
11412,2012,Traffic related,292,8.371917808
11412,2013,Disturbance,5,9.72
11412,2013,Miscellaneous,37,8.937837838
11412,2013,Noise,509,6.890176817
11412,2013,Street condition related,149,7.888590604
11412,2013,Traffic related,338,7.659467456
11412,2014,Disturbance,3,6.033333333
11412,2014,Miscellaneous,105,8.234285714
11412,2014,Noise,759,6.443610013
11412,2014,Street condition related,154,7.169480519
11412,2014,Traffic related,446,6.171524664
11412,2015,Disturbance,4,7.175
11412,2015,Miscellaneous,94,8.711702128
11412,2015,Noise,787,6.553240152
11412,2015,Street condition related,250,7.7848
11412,2015,Traffic related,569,8.037258348
11412,2016,Disturbance,1,1
11412,2016,Miscellaneous,142,8.657746479
11412,2016,Noise,788,7.28642132
11412,2016,Street condition related,334,7.906886228
11412,2016,Traffic related,678,8.038938053
11412,2017,Disturbance,11,4.463636364
11412,2017,Miscellaneous,126,6.272222222
11412,2017,Noise,925,6.688648649
11412,2017,Street condition related,383,8.409399478
11412,2017,Traffic related,943,7.000848356
11412,2018,Disturbance,12,5.275
11412,2018,Miscellaneous,103,6.066990291
11412,2018,Noise,696,6.321408046
11412,2018,Street condition related,392,8.362755102
11412,2018,Traffic related,883,6.474065685
11413,2010,Miscellaneous,2,8.1
11413,2010,Noise,37,7.943243243
11413,2010,Street condition related,64,10.2890625
11413,2010,Traffic related,85,6.978823529
11413,2011,Disturbance,8,4.2
11413,2011,Miscellaneous,23,6.595652174
11413,2011,Noise,334,7.470359281
11413,2011,Street condition related,260,9.537692308
11413,2011,Traffic related,293,7.53105802
11413,2012,Disturbance,4,9.425
11413,2012,Miscellaneous,27,7.355555556
11413,2012,Noise,396,7.708585859
11413,2012,Street condition related,234,8.625641026
11413,2012,Traffic related,332,8.305722892
11413,2013,Disturbance,2,3.1
11413,2013,Miscellaneous,39,8.420512821
11413,2013,Noise,456,6.416447368
11413,2013,Street condition related,195,7.665128205
11413,2013,Traffic related,357,6.677871148
11413,2014,Miscellaneous,69,6.72173913
11413,2014,Noise,541,7.806839187
11413,2014,Street condition related,233,8.412875536
11413,2014,Traffic related,552,7.887137681
11413,2015,Disturbance,6,10.85
11413,2015,Miscellaneous,76,7.435526316
11413,2015,Noise,711,9.110267229
11413,2015,Street condition related,269,9.223420074
11413,2015,Traffic related,633,9.409004739
11413,2016,Disturbance,2,12.95
11413,2016,Miscellaneous,68,9.322058824
11413,2016,Noise,570,8.309122807
11413,2016,Street condition related,472,10.26949153
11413,2016,Traffic related,834,9.510191847
11413,2017,Disturbance,7,10.31428571
11413,2017,Miscellaneous,81,10.60987654
11413,2017,Noise,782,7.756138107
11413,2017,Street condition related,559,10.20357782
11413,2017,Traffic related,1016,9.285826772
11413,2018,Disturbance,25,6.24
11413,2018,Miscellaneous,75,9.374666667
11413,2018,Noise,622,6.574758842
11413,2018,Street condition related,571,9.728021016
11413,2018,Traffic related,974,7.43788501
11414,2010,0,1,0.5
11414,2010,Miscellaneous,5,11.06
11414,2010,Noise,22,5.554545455
11414,2010,Street condition related,21,8.128571429
11414,2010,Traffic related,80,4.28
11414,2011,Disturbance,8,1.575
